ID_Ra,Name,Category,Total kg CO2-eq/kg,Agriculture,iLUC,Food processing,Packaging,Transport,Retail,Energy (KJ/100 g),Fat (g/100 g),Carbohydrate (g/100 g),Protein (g/100 g),ID_food,ID_pack,ID_retail,
Ra00493,Burger buns,Bread/bakery products,1.65,1.08,0.07,0.33,0.03,0.09,0.03,1258,5.6,53,8.6,Fa0001,Pa001,Ma0332,
Ra00494,Blue cheese,Milk/eggs/substitute products,1.22,3.29,-1.29,-1.21,0.31,0.12,0.00,1623,36,0.1,17,Fa0083,Pa034,Ma0333,
Ra00495,Goat cheese,Milk/eggs/substitute products,1.22,3.29,-1.29,-1.21,0.31,0.12,0.00,1393,28,1,20,Fa0083,Pa034,Ma0333,
Ra00496,"Vegan cheese, grated or sliced",Milk/eggs/substitute products,1.14,0.20,0.14,0.39,0.31,0.05,0.03,1037,17,22.8,1.3,Fa0193,Pa034,Ma0332,
Ra00497,"Samosa, vegetarian frost",Prepared/preserved foods,1.74,0.65,0.05,0.57,0.23,0.07,0.19,791,10.2,21.3,3,Fa0265,Pa069,Ma0334,
Ra00498,Cold chocolate,Candy/sugar products,6.12,2.65,-0.51,3.27,0.52,0.14,0.03,2403,40,44,8.9,Fa0136,Pa045,Ma0332,
Ra00499,"Nutella, nut cream",Candy/sugar products,5.58,3.61,0.06,1.37,0.28,0.22,0.03,2278,31.6,57.6,6,Fa0114,Pa053,Ma0332,
Ra00500,"Smoothie, strawberry blueberry",Beverages,1.90,0.96,0.06,0.16,0.21,0.51,0.00,183,0,9.5,0.4,Fa0029,Pa021,Ma0333,
Ra00501,Average pork,Meat/poultry,4.39,4.05,0.19,-0.16,0.10,0.21,0.00,1050,20,0,18,Fa0322,Pa059,Ma0333,
Ra00502,Average chicken,Meat/poultry,3.40,2.92,0.15,0.04,0.10,0.19,0.00,840,8,0,27,Fa0049,Pa059,Ma0333,
Ra00503,Average beef,Meat/poultry,71.79,58.06,15.13,-2.34,0.10,0.84,0.00,1060,15,0,20,Fa0033,Pa059,Ma0333,
Ra00504,Gazpacho,Prepared/preserved foods,,,,,,,,180,1.5,4,1.5,Fa0457,Pa020,Ma0333,
Ra00505,Tortilla de patatas,Prepared/preserved foods,,,,,,,,800,15,18,6,Fa0458,Pa038,Ma0333,
Ra00506,"Churros, frozen",Prepared/preserved foods,,,,,,,,1140,9,43,4,Fa0459,Pa040,Ma0334,
Ra00507,"Turron, hard",Prepared/preserved foods,,,,,,,,2050,32,43,11,Fa0460,Pa066,Ma0332,
Ra00508,"Turron, soft",Prepared/preserved foods,,,,,,,,2080,30,46,9,Fa0461,Pa066,Ma0332,
Ra00509,"Turron, egg yolk",Prepared/preserved foods,,,,,,,,1970,26,50,9,Fa0462,Pa066,Ma0332,
Ra00510,"Serrano dry -cured ham, sliced",Meat/poultry,,,,,,,,1080,18,1,29,Fa0463,Pa073,Ma0332,
Ra00511,"Iberian dry-cured ham, sliced",Meat/poultry,,,,,,,,1300,22,1,29,Fa0464,Pa074,Ma0332,
Ra00512,Sobrasada,Meat/poultry,,,,,,,,2450,57,3,20,Fa0465,Pa017,Ma0333,
Ra00513,"Anchovy fillets, in olive oil",Seafood ,,,,,,,,900,12,0,26,Fa0466,Pa075,Ma0332,
Ra00514,Salmorejo,Prepared/preserved foods,,,,,,,,480,7,4,2.5,Fa0467,Pa020,Ma0333,
Ra00515,"Seafood paella, frozen",Prepared/preserved foods,,,,,,,,550,5,15,7,Fa0468,Pa040,Ma0334,
Ra00516,"Mixed salad, ready meal",Fruit/vegetable products,,,,,,,,300,2,8,2,Fa0469,Pa066,Ma0333,
Ra00517,Bottled still water,Beverages ,0.36,0.00,0.01,0.00,0.08,0.24,0.03,0,0,0,0,Fa0470,Pa076,Ma0332,
Ra00518,Horchata,Prepared/preserved foods,,,,,,,,440,3,18,1,Fa0471,Pa021,Ma0333,
Ra00519,Croissants,Bread/bakery products ,,,,,,,,1680,21,45,7,Fa0472,Pa001,Ma0332,
Ra00520,Camembert,Milk/eggs/substitute products ,,,,,,,,1210,24,0.5,21,Fa0473,Pa034,Ma0333,
Ra00521,Pâté,Prepared/preserved foods,,,,,,,,1280,28,1,14,Fa0474,Pa052,Ma0333,
Ra00522,Crème Brûlée,Prepared/preserved foods,,,,,,,,980,11,25,4,Fa0475,Pa077,Ma0333,
Ra00523,"Cassoulet, canned",Prepared/preserved foods,,,,,,,,590,6,12,8,Fa0476,Pa043,Ma0332,
Ra00524,Pain au chocolat,Bread/bakery products ,,,,,,,,1620,22,42,7,Fa0477,Pa001,Ma0332,
Ra00525,White ham,Meat/poultry,,,,,,,,620,3,1,22,Fa0478,Pa022,Ma0333,
Ra00526,Smoked ham,Meat/poultry,,,,,,,,750,6,1,21,Fa0479,Pa022,Ma0333,
Ra00527,Sausages like chipolatas,Meat/poultry,,,,,,,,1200,23,0,17,Fa0480,Pa022,Ma0333,
Ra00528,Dry sausage,Meat/poultry,,,,,,,,1800,35,0,28,Fa0481,Pa022,Ma0333,
Ra00529,Madeleine,Bread/bakery products ,,,,,,,,2000,28,48,6,Fa0482,Pa031,Ma0332,
Ra00530,Baguette,Bread/bakery products ,,,,,,,,1050,1,56,8,Fa0483,Pa001,Ma0332,
Ra00531,"Foie gras, terrine",Meat/poultry,,,,,,,,1800,35,2,7,Fa0486,Pa060,Ma0333,
Ra00532,"Foie gras, cru",Meat/poultry,,,,,,,,1760,40,2,6,Fa0487,Pa070,Ma0333,
Ra00533,Hagelslag,Candy/sugar products ,5.41,2.92,0.32,1.76,0.18,0.20,0.03,2000,22,65,4,Fa0488,Pa060,Ma0332,
Ra00534,Volkoren bread,Bread/bakery products ,1.34,0.79,0.06,0.35,0.03,0.07,0.03,980,3,40,7,Fa0489,Pa070,Ma0332,
Ra00535,Dropjes,Candy/sugar products ,2.52,1.17,0.08,0.93,0.18,0.13,0.03,1400,0,85,0,Fa0490,Pa066,Ma0332,
Ra00536,Speculaas,Bread/bakery products ,3.24,1.17,0.06,1.32,0.56,0.10,0.03,2000,25,66,5,Fa0491,Pa001,Ma0332,
Ra00537,Gouda cheese,Milk/eggs/substitute products ,6.49,5.49,-2.28,2.78,0.31,0.18,0.00,1660,33,2,24,Fa0492,Pa066,Ma0333,
Ra00538,Fruit syrup,Candy/sugar products ,2.57,1.39,0.07,0.31,0.21,0.57,0.03,1000,0,60,0,Fa0493,Pa024,Ma0332,
Ra00539,Rookworst,Meat/poultry,2.10,1.69,0.08,0.17,0.01,0.14,0.00,1100,23,2,12,Fa0494,Pa034,Ma0333,
Ra00540,"Herring, pickled, jar glass in NL",Seafood ,0.74,0.20,0.04,0.30,0.18,0.02,0.00,840,17,1,14,Fa0495,Pa021,Ma0333,
,,,,,,,,,,,,,,,,,
ID_Ra,Name,Category,Total kg CO2-eq/kg,Agriculture,iLUC,Food processing,Packaging,Transport,Retail,Energy (KJ/100 g),Fat (g/100 g),Carbohydrate (g/100 g),Protein (g/100 g),ID_food,ID_pack,ID_retail,
Ra00001,"Pepper, sweet, red, raw",Vegetables,0.48,0.24,0.02,0.00,0.15,0.05,0.03,133,0.1,5.2,0.9,Cm039,Pa059,Ma0332,
Ra00002,"Tomato, ripe, raw, origin unknown",Vegetables,0.57,0.27,0.02,0.00,0.15,0.10,0.03,87,0.1,3.2,0.8,Cm167,Pa059,Ma0332,
Ra00003,"Squash, raw",Vegetables,0.46,0.30,0.03,0.00,0.08,0.02,0.03,81,0.2,2.4,1.4,Cm135,Pa040,Ma0332,
Ra00004,"Aubergine, raw",Vegetables,0.51,0.29,0.02,0.00,0.15,0.02,0.03,83,0.1,3.1,0.9,Cm056,Pa059,Ma0332,
Ra00005,"Tomato, dried",Vegetables,2.68,2.04,0.09,0.00,0.27,0.25,0.03,1187,3,43.5,14.1,Fa0152,Pa066,Ma0332,
Ra00006,"Pumpkin, raw",Vegetables,0.46,0.30,0.03,0.00,0.08,0.02,0.03,75,0.1,3.3,0.6,Cm135,Pa040,Ma0332,
Ra00007,"Cucumber, raw",Vegetables,0.47,0.23,0.02,0.00,0.15,0.04,0.03,50,0,1.6,0.7,Cm053,Pa059,Ma0332,
Ra00008,"Gherkin cucumber, raw",Vegetables,,,,,,,,70,0.1,2.1,1.2,Cm053,Pa059,Ma0332,
Ra00009,"Pepper, hot chili, raw",Vegetables,0.48,0.24,0.02,0.00,0.15,0.05,0.03,187,0.2,7.7,2,Cm039,Pa059,Ma0332,
Ra00010,"Beef, topside, cap off, raw",Meat/poultry,64.20,53.73,12.01,-2.44,0.15,0.75,0.00,472,2.5,0,22.3,Fa0034,Pa059,Ma0333,
Ra00011,"Beef, fillet, defatted, raw",Meat/poultry,215.66,180.83,40.41,-8.20,0.15,2.48,0.00,576,6.4,0,20,Fa0035,Pa059,Ma0333,
Ra00012,"Beef, mince, 10-15% fat, raw",Meat/poultry,45.43,38.73,8.70,-2.63,0.15,0.48,0.00,687,9.7,0,19.4,Fa0037,Pa059,Ma0333,
Ra00013,"Beef, rump, raw",Meat/poultry,64.20,53.73,12.01,-2.44,0.15,0.75,0.00,879,14.9,0,19.3,Fa0034,Pa059,Ma0333,
Ra00014,"Beef, mince, 15-20% fat, raw",Meat/poultry,43.01,36.45,8.18,-2.23,0.15,0.46,0.00,903,16.2,0,17.8,Fa0038,Pa059,Ma0333,
Ra00015,"Beef, T-bone steak, raw",Meat/poultry,114.38,95.84,21.42,-4.35,0.15,1.33,0.00,878,14.4,0,20.3,Fa0036,Pa059,Ma0333,
Ra00016,"Beef, mince, 5-10% fat, raw",Meat/poultry,47.84,41.01,9.23,-3.03,0.15,0.49,0.00,683,9.5,0,19.5,Fa0039,Pa059,Ma0333,
Ra00017,"Beer, lager, alc. 4.4 % by vol.",Beverages,0.76,0.25,0.03,0.23,0.19,0.03,0.03,152,0,2.7,0.3,Fa0013,Pa005,Ma0332,
Ra00018,"Beer, Danish household, low alcohol",Beverages,0.76,0.25,0.03,0.23,0.19,0.03,0.03,189,0,8.6,0.3,Fa0013,Pa005,Ma0332,
Ra00019,"Beer, strong, alc. 7.6 % by vol.",Beverages,0.76,0.25,0.03,0.23,0.19,0.03,0.03,260,0,4.6,0.4,Fa0013,Pa005,Ma0332,
Ra00020,"Biscuit, sweet",Bread/bakery products,3.32,1.06,0.08,1.27,0.76,0.12,0.03,1834,10.6,72.5,7.7,Fa0073,Pa024,Ma0332,
Ra00021,"Biscuit, wholemeal, digestive type",Bread/bakery products,3.17,0.91,0.07,1.28,0.76,0.11,0.03,1931,16.5,66.5,7.1,Fa0074,Pa024,Ma0332,
Ra00022,"Butter cookie, wheat, Danish, industrially produced",Bread/bakery products,3.65,1.26,0.06,1.44,0.76,0.10,0.03,2174,27.1,61.7,5.4,Fa0158,Pa024,Ma0332,
Ra00023,American inspired cookie,Bread/bakery products,3.17,0.91,0.07,1.28,0.76,0.11,0.03,2139,26.5,58.4,5.9,Fa0074,Pa024,Ma0332,
Ra00024,Granola bar,Bread/bakery products,6.72,4.82,0.53,0.43,0.76,0.15,0.03,1830,15,57.8,6.7,Fa0210,Pa024,Ma0332,
Ra00025,Wafer sticks,Bread/bakery products,3.07,2.48,-0.08,0.35,0.09,0.20,0.03,2133,25.7,63,4.6,Fa0211,Pa043,Ma0332,
Ra00026,Bread-crumbs,Bread/bakery products,2.57,1.84,0.13,0.44,0.05,0.09,0.03,1488,1.5,69.8,11.6,Fa0005,Pa001,Ma0332,
Ra00027,"Crispbread, knackebrot, rye, coarse",Bread/bakery products,2.60,1.93,0.14,0.38,0.05,0.07,0.03,1449,2,61,10.2,Fa0003,Pa001,Ma0332,
Ra00028,"Wheat bread, for toasting, industrially produced",Bread/bakery products,1.63,1.21,0.08,0.20,0.05,0.06,0.03,1077,2.8,47,8.7,Fa0001,Pa001,Ma0332,
Ra00029,"Bread, white, for sausages",Bread/bakery products,1.63,1.21,0.08,0.20,0.05,0.06,0.03,1065,3.8,43.1,9.5,Fa0001,Pa001,Ma0332,
Ra00030,"Bread, white, roll, coarse grain",Bread/bakery products,1.63,1.21,0.08,0.20,0.05,0.06,0.03,1207,4,49.4,10.5,Fa0001,Pa001,Ma0332,
Ra00031,"Rye bread, dark, whole grains, industrially produced",Bread/bakery products,1.66,1.27,0.10,0.16,0.05,0.06,0.03,843,1.4,36.5,5.5,Fa0002,Pa001,Ma0332,
Ra00032,"Rye bread crumbs with brown sugar, average values",Bread/bakery products,,,,,,,,1473,2,71.2,6.5,Fa0004,Pa001,Ma0332,
Ra00033,"Corn flakes, average values",Cereal/grain/pulse products,2.87,1.51,0.15,0.42,0.68,0.09,0.03,1586,1.4,82,7.5,Fa0149,Pa065,Ma0332,
Ra00034,"Breakfast cereal, müsli, average values",Cereal/grain/pulse products,2.82,1.72,0.17,0.16,0.68,0.06,0.03,1704,11.1,56,10.1,Fa0155,Pa065,Ma0332,
Ra00035,"Breakfast cereal, Guldkorn",Cereal/grain/pulse products,3.21,1.58,0.15,0.65,0.68,0.12,0.03,1638,1.3,78.1,7.2,Fa0151,Pa065,Ma0332,
Ra00036,"Breakfast cereal, Havrefras",Cereal/grain/pulse products,2.60,1.21,0.15,0.47,0.68,0.08,0.03,1601,7.2,56.4,14.2,Fa0150,Pa065,Ma0332,
Ra00037,"Butter, salt added",Milk/eggs/substitute products,3.35,0.15,-0.22,3.11,0.27,0.04,0.00,3047,81.5,0.6,0.7,Fa0281,Pa017,Ma0333,
Ra00038,"Blended spread, 75% fat",Milk/eggs/substitute products,3.32,0.06,-0.14,2.97,0.27,0.17,0.00,2820,75.5,1.1,0.5,Fa0282,Pa017,Ma0333,
Ra00039,"Plain cake, chocolate cake",Bread/bakery products,2.56,0.94,0.07,0.95,0.49,0.11,0.00,1808,23.5,48.8,5.8,Fa0077,Pa028,Ma0333,
Ra00040,"Danish pastry, kanelsnegl",Bread/bakery products,2.23,1.04,-0.02,1.07,0.05,0.07,0.03,1747,22.5,47.6,4.9,Fa0157,Pa001,Ma0332,
Ra00041,"Plain cake, average values",Bread/bakery products,2.56,0.94,0.07,0.95,0.49,0.11,0.00,1775,20.2,53.1,5,Fa0077,Pa028,Ma0333,
Ra00042,"Cream pastry, layer cake",Bread/bakery products,2.56,0.94,0.07,0.95,0.49,0.11,0.00,1264,16.7,34.4,3.3,Fa0077,Pa028,Ma0333,
Ra00043,"Cookie, truffle product / unbaked, industrially produced",Bread/bakery products,4.17,2.18,0.26,0.97,0.57,0.16,0.03,1774,17,58.1,4,Fa0270,Pa046,Ma0332,
Ra00044,"Bacon, frying, raw",Meat/poultry,7.09,6.52,0.38,-0.22,0.15,0.26,0.00,1775,42,0,13,Fa0046,Pa059,Ma0333,
Ra00045,"Sausage, salami",Meat/poultry,6.34,4.51,0.20,1.40,0.02,0.17,0.03,2104,49.2,2.8,13.9,Fa0061,Pa022,Ma0332,
Ra00046,"Pork, ham, boiled, sliced",Meat/poultry,4.73,4.19,0.24,0.12,0.02,0.16,0.00,457,4,0.3,17.9,Fa0064,Pa022,Ma0333,
Ra00047,"Roastbeef, sliced",Meat/poultry,64.34,53.73,12.01,-2.14,0.02,0.73,0.00,504,3.5,0.3,21.7,Fa0069,Pa022,Ma0333,
Ra00048,"Pork, sausage, Danish, raw",Meat/poultry,3.03,2.66,0.16,-0.06,0.15,0.12,0.00,907,17.4,4.7,12.2,Fa0058,Pa059,Ma0333,
Ra00049,"Pork, liver paste, Danish",Meat/poultry,4.67,2.83,0.14,0.10,1.47,0.12,0.00,989,19.2,4.7,11.3,Fa0212,Pa052,Ma0333,
Ra00050,"Pork, flank, spiced, cooked",Meat/poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,854,22.8,nv,nv,Fa0064,Pa022,Ma0333,
Ra00051,"Pork sausage, Thüringer bratwurst",Meat/poultry,2.41,1.99,0.12,0.19,0.02,0.09,0.00,1172,24.5,1.1,14.4,Fa0059,Pa022,Ma0333,
Ra00052,"Chicken, breast, boiled, sliced",Meat/poultry,6.15,5.24,0.34,0.32,0.02,0.22,0.00,475,3.2,0.4,20.6,Fa0068,Pa022,Ma0333,
Ra00053,"Chicken, leg, flesh and skin, raw",Meat/poultry,2.53,2.10,0.14,0.02,0.15,0.11,0.00,635,8.7,0,18.4,Fa0050,Pa059,Ma0333,
Ra00054,"Chicken, drumstick, flesh and skin, raw",Meat/poultry,2.40,1.98,0.13,0.02,0.15,0.11,0.00,647,8.9,0,18.7,Fa0051,Pa059,Ma0333,
Ra00055,"Chicken, breast, flesh and skin, raw",Meat/poultry,6.70,5.83,0.38,0.07,0.15,0.27,0.00,623,6.9,0,21.5,Fa0052,Pa059,Ma0333,
Ra00056,"Chicken, sausage",Meat/poultry,2.45,1.93,0.13,0.27,0.02,0.10,0.00,806,15,1.9,12.8,Fa0060,Pa022,Ma0333,
Ra00057,"Chicken, hen, flesh and skin, raw",Meat/poultry,4.20,3.60,0.24,0.04,0.15,0.17,0.00,888,15.9,0,17.1,Fa0049,Pa059,Ma0333,
Ra00058,"Tea, leaves",Beverages,28.05,20.76,1.88,1.67,2.30,1.41,0.03,961,2,3,19.6,Fa0022,Pa016,Ma0332,
Ra00059,"Coffee, instant, powder",Beverages,17.45,10.18,1.12,2.70,2.65,0.76,0.03,1270,1.7,11,19.5,Fa0020,Pa014,Ma0332,
Ra00060,"Coffee bean, roasted, ground",Beverages,7.21,5.64,0.61,0.23,0.27,0.43,0.03,1668,15.4,28.5,14.6,Fa0021,Pa015,Ma0332,
Ra00061,"Cocoa, instant, without milk, powder",Beverages,17.46,15.23,2.59,-5.14,3.92,0.83,0.03,1660,3.8,73.6,5.3,Fa0075,Pa025,Ma0332,
Ra00062,"Cocoa, powder",Beverages,17.46,15.23,2.59,-5.14,3.92,0.83,0.03,1682,21.9,10.5,22.5,Fa0075,Pa025,Ma0332,
Ra00063,"Lamb, flank, spiced, cooked",Meat/poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1498,31.7,0,19,Fa0066,Pa022,Ma0333,
Ra00064,"Sausage, beef salami",Meat/poultry,46.80,37.98,8.42,-0.18,0.02,0.53,0.03,1681,36.2,0,20.1,Fa0063,Pa022,Ma0332,
Ra00065,"Pork, saddle, smoked, boiled",Meat/poultry,,,,,,,,508,4.9,0,18.4,Fa0067,Pa022,Ma0333,
Ra00066,"Salad dressing, oil and vinegar",Seasonings/preservatives/extracts,3.54,0.24,-0.11,2.91,0.44,0.03,0.03,1446,34.3,9.8,0.6,Fa0213,Pa063,Ma0332,
Ra00067,"Salad dressing, thousand island",Seasonings/preservatives/extracts,,,,,,,,1547,35.1,12.7,1.1,Fa0214,Pa063,Ma0332,
Ra00068,"Water, tap, drinking, average values",Beverages,,,,,,,,0,0,0,0,Ma0283,,,
Ra00069,"Duck, flesh only, raw",Meat/poultry,4.20,3.60,0.24,0.06,0.15,0.16,0.00,530,5.1,0,18.3,Fa0283,Pa059,Ma0333,
Ra00070,"Goose, flesh only, raw",Meat/poultry,,,,,,,,663,7.1,0,22.8,Fa0284,Pa059,Ma0333,
Ra00071,Mackerel mayonnaise salad,Seasonings/preservatives/extracts,,,,,,,,1643,39.1,2.5,8.9,Fa0220,Pa017,Ma0333,
Ra00072,Sauce gravad lax,Seasonings/preservatives/extracts,,,,,,,,2322,56,13.1,1.6,Fa0221,Pa042,Ma0333,
Ra00073,Italian mayonnaise salad,Seasonings/preservatives/extracts,,,,,,,,1266,29.7,7.2,1.9,Fa0119,Pa042,Ma0332,
Ra00074,Curry mayonnaise salad,Seasonings/preservatives/extracts,,,,,,,,1548,37.1,8.3,1.7,Fa0119,Pa042,Ma0332,
Ra00075,"Yogurt plain, whole milk",Milk/eggs/substitute products,0.92,0.62,-0.24,0.21,0.28,0.05,0.00,260,3.6,3.6,3.7,Fa0082,Pa033,Ma0333,
Ra00076,"Cream, cultured, 18 % fat",Milk/eggs/substitute products,1.73,0.47,-0.23,1.16,0.28,0.04,0.00,793,18.6,2.8,2.8,Fa0285,Pa033,Ma0333,
Ra00077,"Skyr, 0.2 % fat",Milk/eggs/substitute products,1.39,1.37,-0.52,0.18,0.28,0.07,0.00,297,0.2,4,10.8,Fa0287,Pa033,Ma0333,
Ra00078,"Cheese, firm, Danbo, 45 % fidm.",Milk/eggs/substitute products,6.95,5.86,-2.32,2.77,0.41,0.23,0.00,1348,25,0.1,23.2,Fa0085,Pa034,Ma0333,
Ra00079,"Cheese, hard, Parmesan, 32 % fidm.",Milk/eggs/substitute products,6.95,5.86,-2.32,2.77,0.41,0.23,0.00,1488,24.1,0.1,32.9,Fa0085,Pa034,Ma0333,
Ra00080,"Cheese, semihard, Mozzarella, 30 % fidm.",Milk/eggs/substitute products,6.95,5.86,-2.32,2.77,0.41,0.23,0.00,1163,17.7,0.1,28.3,Fa0085,Pa034,Ma0333,
Ra00081,"Herring, pickled, canned",Seafood,,,,,,,,1138,16.2,20.9,11.9,Fa0224,Pa042,Ma0333,
Ra00082,"Fish balls, canned",Seafood,,,,,,,,261,1,4.9,8.3,Fa0215,Pa051,Ma0332,
Ra00083,"Fish pudding, raw",Seafood,,,,,,,,466,2.8,12.8,8.5,Fa0217,Pa070,Ma0333,
Ra00084,"Cod, liver, canned",Seafood,12.78,0.00,0.02,2.16,10.55,0.03,0.03,2192,55.1,1,4.6,Fa0362,Pa058,Ma0332,
Ra00085,"Cod, roe, canned",Seafood,4.18,0.00,0.13,2.16,1.84,0.03,0.03,417,3.7,2.7,13.7,Fa0363,Pa072,Ma0332,
Ra00086,"Shrimps, canned",Seafood,9.71,3.41,0.63,3.59,1.84,0.21,0.03,336,1.2,0.8,16.5,Fa0364,Pa072,Ma0332,
Ra00087,"Cod, fillet, breaded, raw",Seafood,2.39,0.55,0.11,1.41,0.27,0.05,0.00,486,0.8,12.9,13.7,Fa0218,Pa066,Ma0333,
Ra00088,"Caviar, Danish (roe, lump-sucker)",Seafood,3.55,0.00,0.13,2.16,1.21,0.03,0.03,443,5.7,0.8,12.9,Fa0365,Pa060,Ma0332,
Ra00089,"Fish cake, fried",Seafood,,,,,,,,650,6.7,9.8,13.7,Fa0216,Pa070,Ma0333,
Ra00090,"Cod, liver, smoked",Seafood,3.21,0.00,0.17,2.87,0.15,0.03,0.00,2568,66.6,1,5.1,Fa0366,Pa059,Ma0333,
Ra00091,"Cod, liver, raw",Seafood,2.44,0.00,0.11,2.16,0.15,0.03,0.00,2568,66.6,1,5.1,Fa0367,Pa059,Ma0333,
Ra00092,"Lobster, canned",Seafood,0.00,0.00,0.00,0.00,0.00,0.00,0.00,379,1.5,0.3,18.7,Fa0368,Pa072,Ma0332,
Ra00093,"Mussels, in water, canned",Seafood,2.01,0.00,0.02,0.10,1.84,0.03,0.03,433,3,0,17,Fa0369,Pa072,Ma0332,
Ra00094,"Tuna, in tomato sauce, canned",Seafood,3.67,0.33,0.13,2.39,0.76,0.03,0.03,478,2.9,4.6,17.2,Fa0118,Pa041,Ma0332,
Ra00095,"Cod, roe, raw",Seafood,3.52,0.00,0.13,2.16,1.21,0.03,0.00,508,2.6,1.5,23.2,Fa0370,Pa060,Ma0333,
Ra00096,"Crab claws, meat, raw",Seafood,9.78,1.22,0.47,7.97,0.08,0.03,0.00,473,1.8,0,22.9,Fa0371,Pa062,Ma0333,
Ra00097,"Caviar, made from capelin roe",Seafood,3.52,0.00,0.13,2.16,1.21,0.03,0.00,770,14,5.7,9.1,Fa0372,Pa060,Ma0333,
Ra00098,"Tuna, in water, canned",Seafood,3.19,0.00,0.13,2.26,0.76,0.02,0.03,451,1.2,0,23.9,Fa0117,Pa041,Ma0332,
Ra00099,"Halibut, greenland, smoked",Seafood,2.55,0.56,0.14,1.67,0.15,0.03,0.00,838,16.1,0,14.3,Fa0373,Pa059,Ma0333,
Ra00100,"Fish fillet, breaded, deepfried",Seafood,2.76,0.62,0.13,1.69,0.27,0.04,0.00,1201,16.1,21.9,13.4,Fa0222,Pa066,Ma0333,
Ra00101,"Fish fingers, breaded, frozen",Seafood,2.57,0.55,0.14,1.38,0.29,0.05,0.16,787,8.4,15.2,12.8,Fa0223,Pa069,Ma0334,
Ra00102,"Rye flour, dark, whole meal",Cereal/grain/pulse products,1.88,1.40,0.12,0.04,0.23,0.06,0.03,1403,2.3,54.8,9.4,Fa0138,Pa018,Ma0332,
Ra00103,"Wheat, flour, wholemeal",Cereal/grain/pulse products,1.66,1.19,0.10,0.04,0.23,0.06,0.03,1398,2.4,46.8,11.4,Fa0137,Pa018,Ma0332,
Ra00104,"Rye kernels, whole/cracked",Cereal/grain/pulse products,1.88,1.40,0.12,0.04,0.23,0.06,0.03,1401,2.3,58.2,9.7,Fa0138,Pa018,Ma0332,
Ra00105,"Wheat, kernels, whole/cracked",Cereal/grain/pulse products,1.66,1.19,0.10,0.04,0.23,0.06,0.03,1438,2,61.9,11.5,Fa0137,Pa018,Ma0332,
Ra00106,Rice flour,Cereal/grain/pulse products,4.88,4.34,0.15,0.01,0.23,0.13,0.03,1527,1.3,78.9,7.7,Fa0140,Pa018,Ma0332,
Ra00107,Corn flour,Cereal/grain/pulse products,1.95,1.53,0.10,-0.01,0.23,0.07,0.03,1528,2.8,88.3,6.8,Fa0139,Pa018,Ma0332,
Ra00108,"Eggs, chicken, free-range hens (indoor), raw",Milk/eggs/substitute products,1.24,0.76,0.08,0.00,0.29,0.07,0.03,580,9.5,1.1,12.3,Am009,Pa069,Ma0332,
Ra00109,"Burbot, raw",Seafood,,,,,,,,297,0.5,0,16.4,Fa0409,Pa059,Ma0333,
Ra00110,"Perch, raw",Seafood,3.95,2.45,0.21,1.11,0.15,0.03,0.00,327,1.3,0,16.4,Fa0410,Pa059,Ma0333,
Ra00111,"Pikeperch, raw",Seafood,,,,,,,,368,0.7,0.5,19.2,Fa0411,Pa059,Ma0333,
Ra00112,"Pike, raw",Seafood,3.55,2.72,0.27,0.37,0.15,0.03,0.00,379,1.2,0,19,Fa0412,Pa059,Ma0333,
Ra00113,"Bream, raw",Seafood,,,,,,,,452,4,0,16.7,Fa0413,Pa059,Ma0333,
Ra00114,"Charr, raw",Seafood,6.65,4.07,0.57,1.80,0.15,0.06,0.00,414,2.7,0,18.5,Fa0414,Pa059,Ma0333,
Ra00115,"Trout, raw",Seafood,1.35,0.63,0.18,0.36,0.15,0.03,0.00,553,6.7,0,17.9,Fa0415,Pa059,Ma0333,
Ra00116,"Whitefish, raw",Seafood,,,,,,,,478,3,0,21.6,Fa0416,Pa059,Ma0333,
Ra00117,"Fruit juice, mixed, sweetened, concentrated",Beverages,2.67,1.44,0.08,0.28,0.32,0.52,0.03,741,0,43.4,0.2,Fa0031,Pa021,Ma0332,
Ra00118,"Elderberry, juice, concentrated, sugar added",Beverages,,,,,,,,931,0.5,53.2,0.5,Fa0030,Pa021,Ma0332,
Ra00119,"Olives, green, pickled, canned",Seasonings/preservatives/extracts,2.15,1.03,0.11,0.22,0.41,0.35,0.03,554,11.7,5,1,Fa0143,Pa047,Ma0332,
Ra00120,"Pear, canned",Fruit/vegetable products,0.90,0.48,0.04,0.21,0.09,0.06,0.03,299,0.2,15.7,0.3,Fa0131,Pa043,Ma0332,
Ra00121,"Nut paste with cacao, spreads",Candy/sugar products,5.16,3.14,0.03,1.31,0.44,0.22,0.03,2192,30,54.5,7,Fa0114,Pa053,Ma0332,
Ra00122,"Orange juice, canned",Beverages,1.43,0.62,0.05,0.10,0.32,0.30,0.03,180,0.1,8.4,0.6,Fa0028,Pa021,Ma0332,
Ra00123,"Pineapple, canned",Fruit/vegetable products,1.20,0.28,0.03,0.22,0.09,0.56,0.03,269,0.3,3.7,0.4,Fa0133,Pa043,Ma0332,
Ra00124,Strawberry jam,Fruit/vegetable products,2.12,1.13,0.06,0.48,0.26,0.16,0.03,857,0.3,49,0.3,Fa0116,Pa054,Ma0332,
